日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM正数等权,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2025-10-23,=16179.9100,=22066.1900,=5014611620209.2500,=4649447206531,=2236739423562.0596,=1.7994,=0.4677,=2.1950,=1.8235,=1.4981
2025-10-22,=16138.6600,=22009.9400,=5000083058058.6406,=4631795116183,=2228112009476.3706,=1.7987,=0.4663,=2.1950,=1.8236,=1.4981
2025-10-21,=16248.5300,=22159.7700,=5027626036645.4287,=4654911864095,=2240132475645.9800,=1.8207,=0.4955,=2.1950,=1.8236,=1.4981
2025-10-20,=16225.7300,=22128.6800,=5018127858242.6621,=4646121472055,=2235830159771.9897,=1.8058,=0.4764,=2.1955,=1.8237,=1.4975
2025-10-17,=16361.5500,=22313.9100,=5043698594422.6484,=4668263816714,=2246412243011.7900,=1.8218,=0.4972,=2.1955,=1.8238,=1.4975
2025-10-16,=16557.2100,=22577.9900,=5116977726625.9492,=4736314394926,=2279563168267.8501,=1.8405,=0.5282,=2.1955,=1.8239,=1.4975
2025-10-15,=16517.0800,=22486.7700,=5080973804747.3896,=4696464821548,=2264744294935.5396,=1.8478,=0.5397,=2.1955,=1.8238,=1.4975
2025-10-14,=16452.8500,=22399.3300,=5053499464718.4102,=4671103024216,=2253912661575.6597,=1.8427,=0.5328,=2.1955,=1.8237,=1.4975
2025-10-13,=16271.7000,=22152.7100,=4982753519765.3301,=4601732303253,=2221267622102.5400,=1.8364,=0.5207,=2.1957,=1.8236,=1.4973
2025-10-10,=16436.9500,=22377.6700,=5032188251851.7500,=4648384842659,=2241525668785.2300,=1.8515,=0.5454,=2.1957,=1.8236,=1.4973
2025-10-09,=16386.5500,=22309.0700,=5029741864433.6797,=4647122513543,=2240489678695.5200,=1.8405,=0.5286,=2.1957,=1.8235,=1.4973
2025-09-30,=16411.6200,=22343.2000,=5046115551441.4785,=4662957113949,=2245444470426.8799,=1.8373,=0.5222,=2.1957,=1.8235,=1.4973
2025-09-29,=16437.2700,=22378.1100,=5069178972689.2080,=4684649359749,=2256287761282.7095,=1.8351,=0.5182,=2.1957,=1.8235,=1.4973
2025-09-26,=16278.1700,=22161.5100,=5004293892898.3311,=4622866955116,=2229060656883.1997,=1.8267,=0.5054,=2.1962,=1.8232,=1.4971
2025-09-25,=16295.4400,=22185.0200,=5016739610958.5498,=4634264085489,=2232803105745.2598,=1.8229,=0.5000,=2.1962,=1.8229,=1.4971
2025-09-24,=16442.8300,=22383.2700,=5049084875892.3486,=4663099369951,=2248104136870.8506,=1.8353,=0.5181,=2.1962,=1.8231,=1.4971
2025-09-23,=16401.1800,=22320.2800,=5044978025627.6396,=4661213605906,=2247284249456.1001,=1.8264,=0.5046,=2.1962,=1.8227,=1.4971
2025-09-22,=16489.7700,=22436.6200,=5071301872945.4209,=4684627503325,=2257999979727.5400,=1.8390,=0.5250,=2.1962,=1.8226,=1.4971
2025-09-19,=16688.8600,=22707.5100,=5130791995800.9785,=4739823348099,=2283412503351.1499,=1.8562,=0.5505,=2.1966,=1.8226,=1.4969
2025-09-18,=16668.7400,=22680.1300,=5127230395030.8193,=4735855885879,=2281402237956.9189,=1.8533,=0.5476,=2.1966,=1.8225,=1.4969
2025-09-17,=16939.3200,=23048.3000,=5208046917288.7402,=4809898736787,=2319339032464.5005,=1.8813,=0.5711,=2.1966,=1.8225,=1.4969
2025-09-16,=17040.0200,=23185.3100,=5236271147088.0488,=4835270525935,=2330990411938.2700,=1.8939,=0.5867,=2.1966,=1.8223,=1.4969
2025-09-15,=17176.1100,=23370.4800,=5280431415607.9492,=4873781845403,=2351309287908.0103,=1.9082,=0.5973,=2.1966,=1.8222,=1.4969
2025-09-12,=17125.6400,=23298.1600,=5276272216526.8301,=4872369618439,=2347250895647.1304,=1.9025,=0.5936,=2.1969,=1.8222,=1.4955
2025-09-11,=17292.0100,=23524.4900,=5322913815957.1094,=4913958110357,=2366742946041.2397,=1.9137,=0.6019,=2.1969,=1.8221,=1.4955
2025-09-10,=17058.6700,=23207.0400,=5278718380832.9580,=4877757704735,=2344479707568.9102,=1.8891,=0.5822,=2.1969,=1.8220,=1.4955
2025-09-09,=17111.2100,=23278.2300,=5274768828323.3105,=4871548779382,=2341434855331.7988,=1.9009,=0.5920,=2.1969,=1.8220,=1.4955
2025-09-08,=17101.6100,=23265.1800,=5271388908443.0703,=4864427103214,=2338654172670.7998,=1.9059,=0.5962,=2.1969,=1.8219,=1.4955
2025-09-05,=16784.2800,=22833.4800,=5184644300534.8604,=4786280138946,=2300172822249.2705,=1.8633,=0.5577,=2.1970,=1.8218,=1.4948
2025-09-04,=16640.7900,=22638.2800,=5141922677103.5410,=4748336911982,=2281687994514.8105,=1.8469,=0.5393,=2.1970,=1.8217,=1.4948
2025-09-03,=16678.3400,=22689.3500,=5161583088666.0508,=4766667313005,=2288648046102.6904,=1.8439,=0.5359,=2.1970,=1.8216,=1.4948
2025-09-02,=16921.7100,=23020.4400,=5226530493314.6104,=4825080072270,=2317083949383.3203,=1.8718,=0.5640,=2.1970,=1.8215,=1.4948
2025-09-01,=16973.0200,=23090.2400,=5224858053373.3604,=4819634422866,=2314543755254.8198,=1.8822,=0.5728,=2.1970,=1.8214,=1.4948
2025-08-29,=16991.4600,=23115.3300,=5234741390912.6504,=4830682014944,=2319248270647.1597,=1.8866,=0.5798,=2.1972,=1.8214,=1.4944
2025-08-28,=16648.5500,=22648.8300,=5117640403686.1484,=4723371274576,=2270624915792.8804,=1.8727,=0.5652,=2.1972,=1.8213,=1.4944
2025-08-27,=16728.9800,=22758.2400,=5135655728545.7490,=4741648093613,=2265476276433.6104,=1.8765,=0.5684,=2.1972,=1.8213,=1.4944
2025-08-26,=17148.8700,=23329.4600,=5261704874908.1797,=4859984903943,=2320384294872.0801,=1.9174,=0.6035,=2.1972,=1.8212,=1.4944
2025-08-25,=16947.8400,=23055.9800,=5238182099522.0801,=4841291590308,=2305570998338.2803,=1.8939,=0.5868,=2.1972,=1.8211,=1.4944
2025-08-22,=16535.3000,=22487.2300,=5116686771798.9287,=4728016451256,=2253788691120.7295,=1.8639,=0.5592,=2.1974,=1.8210,=1.4941
2025-08-21,=16463.0600,=22379.1900,=5085684653473.8398,=4699060596860,=2239743748911.5098,=1.8638,=0.5590,=2.1974,=1.8210,=1.4941
2025-08-20,=16372.4300,=22256,=5072131198439.8887,=4689768354292,=2233575186933.8101,=1.8599,=0.5554,=2.1974,=1.8210,=1.4941
2025-08-19,=16167.7900,=21977.8100,=5014927029350.9912,=4638378919922,=2209083122758.6396,=1.8375,=0.5249,=2.1974,=1.8208,=1.4941
2025-08-18,=16035.8100,=21798.4100,=4976346209602.3203,=4600278722653,=2192789679217.4795,=1.8267,=0.5084,=2.1974,=1.8207,=1.4941
2025-08-15,=15952.1400,=21684.6700,=4951011068486.7100,=4577670317030,=2181923125134.2104,=1.8051,=0.4805,=2.1974,=1.8206,=1.4941
2025-08-14,=15913.8500,=21632.6200,=4948010305610.9697,=4575132171367,=2180622549444.5200,=1.7874,=0.4612,=2.1974,=1.8207,=1.4941
2025-08-13,=15967.0200,=21704.9000,=4948665450072.2510,=4575300468644,=2182258650984.5503,=1.7878,=0.4613,=2.1974,=1.8208,=1.4941
2025-08-12,=15956.9500,=21684.8600,=4959792018954.7197,=4590243108383,=2189641035869.6399,=1.7855,=0.4584,=2.1974,=1.8210,=1.4941
2025-08-11,=15980.8300,=21717.3200,=4972156001524.9980,=4603166813368,=2196135508470.5000,=1.7793,=0.4526,=2.1974,=1.8210,=1.4941
2025-08-08,=15830.5400,=21513.0700,=4911748160215.1299,=4546394967037,=2170262778597.3799,=1.7699,=0.4407,=2.1978,=1.8210,=1.4936
2025-08-07,=15895.6900,=21552.7200,=4926149907260.3711,=4560477830870,=2177215247910.4705,=1.7669,=0.4352,=2.1978,=1.8211,=1.4936
2025-08-06,=15896.1500,=21553.3400,=4927928439898.2520,=4563088178935,=2177585271197.7600,=1.7654,=0.4330,=2.1978,=1.8212,=1.4936
2025-08-05,=15881.3900,=21533.3200,=4929433273151.2500,=4564774931733,=2178058218012.3601,=1.7625,=0.4293,=2.1978,=1.8213,=1.4936
2025-08-04,=15727.7500,=21325.0100,=4887129090824.4990,=4524267277214,=2159857985974.0603,=1.7493,=0.4150,=2.1978,=1.8213,=1.4936
2025-08-01,=15690.5600,=21274.5900,=4878510303610.8506,=4515787492333,=2155657630268.7800,=1.7446,=0.4075,=2.1980,=1.8214,=1.4931
2025-07-31,=15694.8100,=21280.3500,=4884347045212.1514,=4521115387617,=2158309528766.8701,=1.7447,=0.4078,=2.1980,=1.8214,=1.4931
2025-07-30,=16048.8600,=21760.4000,=4992790813131.6484,=4621534283941,=2205067790525.5210,=1.7792,=0.4515,=2.1980,=1.8215,=1.4931
2025-07-29,=15916.7000,=21581.2000,=4955225904350.4912,=4584515041277,=2187534327620.3501,=1.7705,=0.4406,=2.1980,=1.8214,=1.4931
2025-07-28,=16008.0100,=21701.1400,=4970916092883.3701,=4596915616166,=2195962384593.3103,=1.7866,=0.4591,=2.1980,=1.8215,=1.4931
2025-07-25,=16106.8700,=21835.1600,=5006652644729.3018,=4632880495701,=2209917191518.1904,=1.7983,=0.4690,=2.1986,=1.8216,=1.4930
2025-07-24,=16279.6400,=22068.7200,=5081602556888.7793,=4706774015833,=2244418308289.0005,=1.8187,=0.4955,=2.1986,=1.8217,=1.4930
2025-07-23,=16252.2800,=22031.6300,=5055021972738,=4681802143880,=2234046409634.4707,=1.7974,=0.4690,=2.1986,=1.8218,=1.4930
2025-07-22,=16292.3600,=22085.9600,=5053685471993.0215,=4680122974529,=2232785964823.1001,=1.8089,=0.4829,=2.1986,=1.8219,=1.4930
2025-07-21,=15964.5400,=21641.5700,=4962735381388.4600,=4594404055165,=2191535155656.6497,=1.7747,=0.4469,=2.1986,=1.8220,=1.4930
2025-07-18,=15886.7800,=21536.1600,=4945518558854.1719,=4581816212005,=2182323805184.6599,=1.7603,=0.4275,=2.1990,=1.8220,=1.4928
2025-07-17,=15764.1500,=21314.2800,=4899491131847.4004,=4538357727555,=2163123350732.7495,=1.7520,=0.4191,=2.1990,=1.8221,=1.4928
2025-07-16,=15675,=21193.7400,=4875163418848.8799,=4515565214702,=2152094726649.4597,=1.7416,=0.4046,=2.1990,=1.8222,=1.4928
2025-07-15,=15619.2200,=21118.3100,=4865311597915.2891,=4506440085467,=2146833329047.0105,=1.7370,=0.3986,=2.1990,=1.8222,=1.4928
2025-07-14,=15774.7800,=21328.4000,=4907918378750.2490,=4545988701001,=2166734616675.6589,=1.7601,=0.4264,=2.1990,=1.8223,=1.4928
2025-07-11,=15742.6100,=21284.6000,=4901495148772.2588,=4539811775280,=2165210682805.3296,=1.7553,=0.4216,=2.1995,=1.8225,=1.4926
2025-07-10,=15673.4400,=21191.0800,=4885952860892.4912,=4525526888533,=2157638641265.2996,=1.7490,=0.4148,=2.1995,=1.8225,=1.4926
2025-07-09,=15670.0700,=21186.5300,=4878327176771.1299,=4516465259165,=2152752119772.9905,=1.7437,=0.4080,=2.1995,=1.8226,=1.4926
2025-07-08,=15566.0300,=21045.8600,=4856175504465.7100,=4496898658570,=2141948546367.8296,=1.7371,=0.3993,=2.1995,=1.8226,=1.4926
2025-07-07,=15506.7900,=20965.7600,=4836810873111.2793,=4479546844696,=2133482760792,=1.7310,=0.3925,=2.1995,=1.8227,=1.4926
2025-07-04,=15618.9200,=21081.5600,=4870533711969.4688,=4511714762828,=2149548575905.7104,=1.7354,=0.3975,=2.1998,=1.8231,=1.4926
2025-07-03,=15591.3600,=21044.3600,=4854251083828.6094,=4498530007301,=2143546307051.5095,=1.7317,=0.3935,=2.1998,=1.8235,=1.4926
2025-07-02,=15541.6800,=20977.3000,=4839120414499.8623,=4484770540578,=2136066747962.9905,=1.7282,=0.3889,=2.1998,=1.8235,=1.4926
2025-07-01,=15537.8800,=20972.1700,=4838260517567.2207,=4483126048358,=2132823041247.3003,=1.7231,=0.3790,=2.1998,=1.8235,=1.4926
2025-06-30,=15522.0300,=20950.7800,=4835319325972.9609,=4468666286102,=2134073347927.8000,=1.7162,=0.3672,=2.1998,=1.8236,=1.4926
2025-06-27,=15477.8100,=20891.0900,=4819601207467.6807,=4455352968421,=2127143413042.4705,=1.7115,=0.3601,=2.2001,=1.8236,=1.4925
2025-06-26,=15597.4600,=21008.1300,=4864591514863.5898,=4497992637870,=2145983999875.4700,=1.7154,=0.3659,=2.2001,=1.8237,=1.4925
2025-06-25,=15666.1200,=21026.4500,=4891146556432.1904,=4522254522039,=2156350657541.5000,=1.7206,=0.3740,=2.2001,=1.8238,=1.4925
2025-06-24,=15604.0800,=20943.1800,=4886529241704.2412,=4519716055203,=2154479178564.9800,=1.7152,=0.3658,=2.2001,=1.8239,=1.4925
2025-06-23,=15474.8500,=20769.7400,=4837764428290.7500,=4473831040030,=2133939298393.7805,=1.7005,=0.3479,=2.2001,=1.8240,=1.4925
2025-06-20,=15617.4900,=20961.1900,=4876728661474.6201,=4512348239631,=2151251182240.7097,=1.7041,=0.3510,=2.2001,=1.8240,=1.4922
2025-06-19,=15503.1000,=20804.5400,=4849859350164.6602,=4483344257269,=2138674045153.5496,=1.6997,=0.3467,=2.2001,=1.8240,=1.4922
2025-06-18,=15619.7400,=20961.0700,=4867092537613.2793,=4507871557277,=2149490633099.9504,=1.7143,=0.3636,=2.2001,=1.8240,=1.4922
2025-06-17,=15605.3000,=20941.7000,=4862366940487.2402,=4502326828513,=2149453920331.4700,=1.7195,=0.3712,=2.2001,=1.8240,=1.4922
2025-06-16,=15639.2800,=20980.3100,=4865957013722.1406,=4506034083857,=2150158975168.7395,=1.7231,=0.3772,=2.2001,=1.8241,=1.4922
2025-06-13,=15713.7300,=21080.1900,=4890190901840.9502,=4524305407755,=2172280675717.5403,=1.7095,=0.3577,=2.2002,=1.8242,=1.4921
2025-06-12,=16010.0300,=21472.8700,=4990510930526.2607,=4619719478346,=2216129823696.4902,=1.7312,=0.3911,=2.2002,=1.8243,=1.4921
2025-06-11,=16197.7100,=21724.6000,=5051055850851.8096,=4678096579527,=2244061964862.0601,=1.7461,=0.4088,=2.2002,=1.8243,=1.4921
2025-06-10,=16069.8000,=21553.0400,=5022286008892.4297,=4654819056453,=2230240168467.7998,=1.7306,=0.3900,=2.2002,=1.8245,=1.4921
2025-06-09,=16180.3800,=21701.3500,=5058380305293.1094,=4687195388038,=2245873876183.7988,=1.7394,=0.3999,=2.2002,=1.8247,=1.4921
2025-06-06,=16137.3100,=21643.5900,=5078527700719.3281,=4711055969212,=2251771638785.4097,=1.7312,=0.3910,=2.2010,=1.8248,=1.4920
2025-06-05,=16205.8400,=21618.7600,=5088947592110.4199,=4722102375307,=2263107249078.1504,=1.7317,=0.3911,=2.2010,=1.8249,=1.4920
2025-06-04,=16340.8400,=21776.1000,=5110533113040.9307,=4737293535211,=2273257383741.0005,=1.7515,=0.4145,=2.2010,=1.8251,=1.4920
2025-06-03,=16298.4300,=21714.7300,=5099846001858.1504,=4727937607620,=2269180101137.7202,=1.7430,=0.4037,=2.2010,=1.8253,=1.4920
2025-05-30,=16211.9500,=21599.5200,=5099169156665.3516,=4734664777790,=2268753746153.4697,=1.7236,=0.3803,=2.2010,=1.8253,=1.4920
2025-05-29,=16226.5300,=21617.4900,=5126260657731.3105,=4762362676665,=2279561283580.6499,=1.7224,=0.3760,=2.2014,=1.8253,=1.4918
2025-05-28,=16234.0600,=21627.4000,=5120760575829.0908,=4758440767677,=2279144627986.9102,=1.7197,=0.3724,=2.2014,=1.8255,=1.4918
2025-05-27,=16157.8700,=21525.9000,=5108521771092.1709,=4747700852711,=2275226186058.1699,=1.7220,=0.3749,=2.2014,=1.8257,=1.4918
2025-05-26,=16161.2600,=21530.4200,=5115499455588.8789,=4754791931014,=2279373104535.2402,=1.7199,=0.3732,=2.2014,=1.8258,=1.4918
2025-05-23,=16217.4000,=21590.0200,=5153834315818.9707,=4792412745035,=2295892063030.6504,=1.7144,=0.3650,=2.2014,=1.8258,=1.4918
2025-05-22,=16329.9900,=21720.5900,=5185682650606.1416,=4820986204380,=2309703343885.4697,=1.7326,=0.3912,=2.2016,=1.8258,=1.4918
2025-05-21,=16358.0100,=21757.8500,=5194595092088.8799,=4827583358744,=2312441225266.0698,=1.7429,=0.4025,=2.2016,=1.8258,=1.4918
2025-05-20,=16349.4200,=21746.4400,=5195429307866.6807,=4828236258338,=2314045332140.2305,=1.7455,=0.4060,=2.2016,=1.8260,=1.4918
2025-05-19,=16230.5600,=21587.6500,=5167631141341.7314,=4803398129510,=2300056345547.7202,=1.7359,=0.3944,=2.2016,=1.8262,=1.4918
2025-05-16,=16320.6200,=21707.4300,=5224787149267.4307,=4860850951946,=2325815231754.1699,=1.7286,=0.3885,=2.2016,=1.8264,=1.4918
2025-05-15,=16487.1400,=21928.9100,=5282105671813.3994,=4915053856900,=2350935141171.8096,=1.7382,=0.3959,=2.2030,=1.8266,=1.4917
2025-05-14,=16538.6700,=21997.4600,=5298844801250.4902,=4928988805689,=2357899936471.0200,=1.7462,=0.4064,=2.2030,=1.8266,=1.4917
2025-05-13,=16318.1600,=21704.1600,=5201859194816.6699,=4837057228630,=2315474873381.3701,=1.7288,=0.3888,=2.2030,=1.8266,=1.4917
2025-05-12,=16330.6400,=21720.7500,=5219367346076.9102,=4854592717266,=2323523923607.5698,=1.7258,=0.3832,=2.2030,=1.8267,=1.4917
2025-05-09,=16316.3900,=21701.8100,=5201075484851.9678,=4835786918620,=2314298752522.6401,=1.7268,=0.3851,=2.2030,=1.8267,=1.4917
2025-05-08,=16303.6000,=21684.7900,=5185367099568.8984,=4818241086603,=2307332009612.3799,=1.7297,=0.3889,=2.2030,=1.8268,=1.4917
2025-05-07,=16273.1200,=21644.2500,=5152932889991.8613,=4784731444420,=2292263455785.3496,=1.7351,=0.3931,=2.2030,=1.8269,=1.4917
2025-05-06,=16235.9200,=21594.7800,=5137440050698.6807,=4769143376507,=2286018825632.0303,=1.7269,=0.3857,=2.2030,=1.8269,=1.4917
2025-04-30,=16217.9300,=21570.8400,=5132577143051.2012,=4764146732232,=2282148185548.7695,=1.7157,=0.3678,=2.2030,=1.8270,=1.4917
2025-04-29,=16175.9800,=21503.9400,=5129189008898.7002,=4763039109239,=2274089598749.2598,=1.7182,=0.3705,=2.2030,=1.8270,=1.4917
2025-04-28,=16225.5100,=21568.8500,=5148632929144.1904,=4782385587861,=2280829057761.6201,=1.7125,=0.3647,=2.2030,=1.8270,=1.4909
2025-04-25,=16239.9900,=21588.1100,=5150627535724.5996,=4781629024832,=2281573745141.7388,=1.7152,=0.3674,=2.2030,=1.8271,=1.4909
2025-04-24,=16324.6900,=21700.7000,=5174941860939.2813,=4794329730849,=2289588296372.0103,=1.7142,=0.3661,=2.2030,=1.8272,=1.4909
2025-04-23,=16312.4000,=21684.3600,=5167356086960.6719,=4790899415203,=2292062946075.1895,=1.7136,=0.3655,=2.2030,=1.8273,=1.4909
2025-04-22,=16423.4800,=21832.0200,=5187178564322.1211,=4808202382842,=2300002174358.7598,=1.7343,=0.3916,=2.2030,=1.8273,=1.4909
2025-04-21,=16391.9400,=21784.8700,=5181653396620.8604,=4801972753623,=2297668993436.2695,=1.7330,=0.3909,=2.2032,=1.8275,=1.4909
2025-04-18,=16481.8200,=21904.3200,=5214943101151.2891,=4834306572295,=2313991135191.2896,=1.7311,=0.3892,=2.2032,=1.8277,=1.4909
2025-04-17,=16655.4900,=22127.7200,=5258770326884.1719,=4874914059514,=2331589454648.9302,=1.7495,=0.4081,=2.2032,=1.8277,=1.4909
2025-04-16,=16568.6700,=22012.3700,=5227707852262.7490,=4844832564172,=2319095336817.5000,=1.7442,=0.4009,=2.2032,=1.8277,=1.4909
2025-04-15,=16489.7200,=21907.4900,=5209390926150.2998,=4826772585390,=2310776143387.8198,=1.7523,=0.4106,=2.2032,=1.8278,=1.4909
2025-04-14,=16451,=21856.0400,=5193973518720.1797,=4810140314772,=2304194883182.2798,=1.7622,=0.4196,=2.2037,=1.8279,=1.4907
2025-04-11,=16511.3800,=21936.2600,=5224581009108.4502,=4840847615358,=2317860658344.3501,=1.7574,=0.4153,=2.2037,=1.8279,=1.4907
2025-04-10,=16738.3400,=22237.7900,=5247860032433.1611,=4857457813945,=2329173492138.9399,=1.7947,=0.4572,=2.2037,=1.8280,=1.4907
2025-04-09,=16719.6300,=22212.9300,=5231728346196.9609,=4843113408458,=2322703998965.8496,=1.7892,=0.4516,=2.2037,=1.8281,=1.4907
2025-04-08,=16450.0800,=21854.8200,=5175149567379.7920,=4791815069255,=2299790394286.0103,=1.7779,=0.4407,=2.2037,=1.8281,=1.4907
2025-04-07,=15816.3600,=21012.8900,=4997741019863.3994,=4635796255699,=2217915249527.2495,=1.6863,=0.3386,=2.2044,=1.8281,=1.4903
2025-04-03,=16377.3200,=21758.1500,=5201609324605.6113,=4821251460031,=2304903451999.6904,=1.7447,=0.4017,=2.2044,=1.8281,=1.4903
2025-04-02,=16179.4900,=21495.3200,=5141773636926.7607,=4765542947127,=2277305739293.1797,=1.7269,=0.3856,=2.2044,=1.8283,=1.4903
2025-04-01,=16217.9000,=21546.3600,=5157607617274.8682,=4779396050598,=2284831319190.8408,=1.7286,=0.3881,=2.2044,=1.8284,=1.4903
2025-03-31,=16126.9900,=21425.5800,=5137416763653.2793,=4766405240720,=2278952575786.0498,=1.7074,=0.3589,=2.2044,=1.8285,=1.4903
2025-03-28,=16279.7800,=21628.5600,=5194503752730.4297,=4819178910631,=2305580002841.7700,=1.7234,=0.3804,=2.2057,=1.8286,=1.4899
2025-03-27,=16398.8600,=21786.4200,=5223902930126.8311,=4845151346190,=2318598701338.8989,=1.7411,=0.3978,=2.2057,=1.8286,=1.4899
2025-03-26,=16259.0600,=21600.6900,=5176584254676.8828,=4800167900245,=2299702437838.6099,=1.7354,=0.3921,=2.2057,=1.8287,=1.4899
2025-03-25,=16209.8800,=21535.3600,=5168967166371.8809,=4794112473374,=2295423311171.4595,=1.7388,=0.3943,=2.2057,=1.8287,=1.4899
2025-03-24,=16187.1900,=21505.2100,=5175398920358.2217,=4802198097033,=2297291588455.8804,=1.7255,=0.3834,=2.2057,=1.8287,=1.4899
2025-03-21,=16146.4600,=21451.1000,=5158259904281.3105,=4787385892131,=2288786650471.2700,=1.7170,=0.3704,=2.2058,=1.8289,=1.4898
2025-03-20,=16327.4500,=21691.5600,=5227110718160.1006,=4854234134803,=2320944949555.7412,=1.7306,=0.3886,=2.2058,=1.8291,=1.4898
2025-03-19,=16546.1400,=21982.0900,=5309238466946.8691,=4931886448766,=2357958429340.2197,=1.7495,=0.4066,=2.2058,=1.8292,=1.4898
2025-03-18,=16618.1900,=22077.8100,=5312721555436.0098,=4933303543871,=2359205319836.4702,=1.7524,=0.4093,=2.2058,=1.8293,=1.4898
2025-03-17,=16751.6600,=22255.1300,=5355748498647.0215,=4973061300376,=2377797093702.6895,=1.7563,=0.4128,=2.2058,=1.8295,=1.4898
2025-03-14,=16742.9300,=22243.5400,=5342656816236.3594,=4959748919755,=2373864360532.5400,=1.7547,=0.4108,=2.2058,=1.8298,=1.4897
2025-03-13,=16112.2400,=21405.6400,=5113500062472.6191,=4739399115085,=2267230582717.0400,=1.7210,=0.3760,=2.2058,=1.8298,=1.4897
2025-03-12,=16112.9500,=21406.5800,=5120999857178.2598,=4746590895969,=2269984203837.3691,=1.7231,=0.3798,=2.2058,=1.8298,=1.4897
2025-03-11,=16284.9000,=21635.0200,=5166699283984.4512,=4789641225986,=2289656313747.9507,=1.7393,=0.3954,=2.2058,=1.8301,=1.4897
2025-03-10,=15935.6900,=21171.0800,=5064319954961.0820,=4694730100164,=2245184212158.4004,=1.7109,=0.3653,=2.2058,=1.8304,=1.4897
2025-03-07,=15966.8400,=21212.4800,=5071318834616.6396,=4703526245021,=2248987451620.5254,=1.7101,=0.3646,=2.2061,=1.8306,=1.4889
2025-03-06,=15831.8000,=21033.0700,=5024772496992.4209,=4655550004757,=2227822986084.0796,=1.7078,=0.3618,=2.2061,=1.8309,=1.4889
2025-03-05,=15625.1900,=20758.5700,=4933298062875.5195,=4568623900935,=2188461853940.4509,=1.6963,=0.3503,=2.2061,=1.8309,=1.4889
2025-03-04,=15679.8200,=20831.1600,=4948742096954.7402,=4581788728010,=2196070802929.7571,=1.7104,=0.3644,=2.2061,=1.8309,=1.4889
2025-03-03,=15738.3700,=20908.9400,=4977923296179.3809,=4613306316675,=2210063092093.8599,=1.7068,=0.3597,=2.2061,=1.8311,=1.4889
2025-02-28,=15791.5300,=20979.5600,=5003833496169.0303,=4640363991228,=2222124938687.6870,=1.6987,=0.3522,=2.2067,=1.8312,=1.4888
2025-02-27,=15813.8600,=21009.2300,=4998771130772.8994,=4630268283992,=2217909724302.4219,=1.7138,=0.3667,=2.2067,=1.8312,=1.4888
2025-02-26,=15540.5200,=20646.1000,=4913487144789.3691,=4547210731745,=2178964249420.3621,=1.7011,=0.3542,=2.2067,=1.8312,=1.4888
2025-02-25,=15404.0300,=20464.7600,=4875484965544.2695,=4512207212646,=2163668844075.0310,=1.6924,=0.3472,=2.2067,=1.8313,=1.4888
2025-02-24,=15662.6700,=20808.3700,=4960931265129.0605,=4591545393752,=2200668162769.0303,=1.7267,=0.3839,=2.2067,=1.8313,=1.4888
2025-02-21,=15563.4000,=20676.4900,=4944697660009.0020,=4581366758520,=2196205559897.7505,=1.7123,=0.3653,=2.2073,=1.8315,=1.4887
2025-02-20,=15531.2400,=20633.7700,=4917409811178.3691,=4559105933081,=2185844779109.0295,=1.7120,=0.3649,=2.2073,=1.8317,=1.4887
