日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM市值加权,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2025-10-23,=1401.2600,=1444.0200,=4924297440856.7197,=3777161757439,=2128397791286.5190,=7.2690,=0.6808,=9.6425,=5.2417,=4.2140
2025-10-22,=1405.4100,=1448.3000,=4937419737356.4102,=3797138257029,=2136091999802.6023,=7.2906,=0.6829,=9.6425,=5.2409,=4.2140
2025-10-21,=1406.3200,=1449.0800,=4933473861322.9502,=3786252721335,=2133473592134.5601,=7.2848,=0.6827,=9.6425,=5.2402,=4.2140
2025-10-20,=1367.9000,=1409.4700,=4788846838723.8408,=3676445037553,=2071845124084.3877,=7.0712,=0.6690,=9.6425,=5.2385,=4.2140
2025-10-17,=1363.1700,=1404.5100,=4764942520657.2002,=3658198742882,=2062809584503.9253,=7.0535,=0.6688,=9.6425,=5.2369,=4.2140
2025-10-16,=1416.5800,=1459.4800,=4944418891197.3301,=3792053439594,=2142255360143.7605,=7.3192,=0.6843,=9.6638,=5.2353,=4.2073
2025-10-15,=1430,=1473.3100,=4987372527751.5498,=3826911927387,=2139654303011.8960,=7.4009,=0.6888,=9.6638,=5.2338,=4.2073
2025-10-14,=1410.3000,=1453.0200,=4899993106218.3398,=3757793131002,=2108257526072.4517,=7.2712,=0.6830,=9.6638,=5.2329,=4.2073
2025-10-13,=1473.0200,=1517.6300,=5141180034656.0996,=3928454543609,=2205083366977.2998,=7.6291,=0.7033,=9.6638,=5.2321,=4.2073
2025-10-10,=1452.6800,=1496.6800,=5035222228258.3398,=3874252989666,=2172216819611.4021,=7.4719,=0.6944,=9.6638,=5.2313,=4.2073
2025-10-09,=1539.0800,=1585.7000,=5349365841743.8711,=4106925010749,=2304954959164.3589,=7.9381,=0.7092,=9.6656,=5.2305,=4.2024
2025-09-30,=1495.2900,=1540.5800,=5232703957702.7607,=3995569962348,=2242284665074.5703,=7.7649,=0.7066,=9.6656,=5.2304,=4.2024
2025-09-29,=1470.4100,=1514.9500,=5154493949166.0117,=3952348926498,=2206144846168.2974,=7.6489,=0.7048,=9.6656,=5.2302,=4.2024
2025-09-26,=1450.8200,=1494.7700,=5097947945419.9805,=3916853718302,=2177162716461.3215,=7.5650,=0.6990,=9.6656,=5.2275,=4.2024
2025-09-25,=1474.4900,=1519.1500,=5173487959929.2813,=3991473838774,=2214869075971.9702,=7.6771,=0.7059,=9.6656,=5.2249,=4.2024
2025-09-24,=1456.4700,=1500.5300,=5116968856731.3301,=3942157113816,=2188965806666.8916,=7.5932,=0.7033,=9.6938,=5.2241,=4.2013
2025-09-23,=1407.3000,=1449.8800,=4947327634430.7393,=3819346804033,=2116286851137.0496,=7.3415,=0.6895,=9.6938,=5.2233,=4.2013
2025-09-22,=1408.6400,=1451.2600,=4966554559732.3008,=3836291910659,=2120086266092.6001,=7.3700,=0.6916,=9.6938,=5.2225,=4.2013
2025-09-19,=1362.6500,=1403.8700,=4793486017493.2607,=3706304523704,=2047822135641.4705,=7.1132,=0.6786,=9.6938,=5.2218,=4.2013
2025-09-18,=1380.3500,=1422.1100,=4861915280540.8398,=3769733170518,=2077090649466.9780,=7.2147,=0.6840,=9.6938,=5.2216,=4.2013
2025-09-17,=1370.4300,=1411.8900,=4812701808185.3994,=3748690896532,=2060557113312.6985,=7.1417,=0.6797,=9.7075,=5.2214,=4.1993
2025-09-16,=1358.0500,=1399.1300,=4742423054629.2002,=3730212613000,=2040025675392.4541,=7.0374,=0.6763,=9.7075,=5.2200,=4.1993
2025-09-15,=1340.4000,=1380.9500,=4681330951641.6211,=3677157361624,=2014373143114.6384,=6.9467,=0.6720,=9.7075,=5.2186,=4.1993
2025-09-12,=1338.0200,=1378.5000,=4620739657744.4502,=3619510455291,=2002570591174.5576,=6.8790,=0.6701,=9.7075,=5.2180,=4.1993
2025-09-11,=1326.0300,=1366.1500,=4601378951536.2900,=3590153827483,=1981599323746.2241,=6.8502,=0.6691,=9.7075,=5.2174,=4.1993
2025-09-10,=1259.1000,=1296.9400,=4352242424735.8198,=3385280222870,=1881849761379.3069,=6.4793,=0.6608,=9.7123,=5.2173,=4.1955
2025-09-09,=1245.5300,=1282.9000,=4318185081812.2822,=3348421676828,=1861522136515.6731,=6.4286,=0.6589,=9.7123,=5.2173,=4.1955
2025-09-08,=1275.8700,=1314.1500,=4463376138559.2598,=3398446114361,=1909021819511.7605,=6.6448,=0.6651,=9.7123,=5.2166,=4.1955
2025-09-05,=1268.5500,=1306.6200,=4446499357456.5215,=3357343388476,=1898257281709.8411,=6.6196,=0.6640,=9.7123,=5.2159,=4.1955
2025-09-04,=1226.9800,=1263.8000,=4319010717215.8110,=3240579009344,=1836947947223.9292,=6.4298,=0.6605,=9.7123,=5.2156,=4.1955
2025-09-03,=1306.4800,=1345.6800,=4555820666492.5703,=3465530916886,=1953862968572.0630,=6.7824,=0.6675,=9.7336,=5.2152,=4.1920
2025-09-02,=1328.2800,=1368.1300,=4604706693469.2998,=3533607223602,=1995133588592.6023,=6.8552,=0.6680,=9.7336,=5.2151,=4.1920
2025-09-01,=1357.1500,=1397.8700,=4681471177669.6201,=3606200340527,=2037708045175.3340,=6.9694,=0.6710,=9.7336,=5.2150,=4.1920
2025-08-29,=1341.3100,=1381.5600,=4628172441629.3701,=3535845880296,=2010016776421.6624,=6.8967,=0.6691,=9.7336,=5.2145,=4.1920
2025-08-28,=1364.6000,=1405.5500,=4727439752450.1289,=3619532279427,=2032479439839.7351,=7.1025,=0.6761,=9.7336,=5.2140,=4.1920
2025-08-27,=1272.5600,=1310.7400,=4379642951124.2002,=3384237857998,=1886975600157.5725,=6.5157,=0.6645,=9.7488,=5.2137,=4.1919
2025-08-26,=1270.8700,=1309,=4389031331149.9702,=3306640030939,=1882535527418.1589,=6.5472,=0.6650,=9.7488,=5.2134,=4.1919
2025-08-25,=1287.7300,=1326.3700,=4450097509525.8096,=3358953204108,=1902017765525.5583,=6.6428,=0.6664,=9.7488,=5.2131,=4.1919
2025-08-22,=1247.8600,=1285.3000,=4317809955978.9199,=3229466546049,=1839764061865.8030,=6.3852,=0.6637,=9.7488,=5.2128,=4.1919
2025-08-21,=1149.1500,=1183.6300,=3953232029783.7798,=2924063222895,=1692917614433.6541,=5.8488,=0.6464,=9.7488,=5.2123,=4.1919
2025-08-20,=1148.1500,=1182.6000,=3952128865162.6499,=2920098422400,=1691578040789.0752,=5.8503,=0.6469,=9.7524,=5.2118,=4.1907
2025-08-19,=1112.2700,=1145.4400,=3832580478926.1001,=2826870554543,=1635217128881.8081,=5.6734,=0.6158,=9.7524,=5.2095,=4.1907
2025-08-18,=1124.8200,=1158.3700,=3887232483793.1802,=2861615984119,=1654305704667.6218,=5.7543,=0.6341,=9.7524,=5.2071,=4.1907
2025-08-15,=1101.2900,=1134.1400,=3820548063678.1909,=2819276605592,=1619422368673.7629,=5.6743,=0.6168,=9.7524,=5.2070,=4.1907
2025-08-14,=1085.7400,=1118.1200,=3767756006288.9600,=2787397490375,=1596438246406.8347,=5.5959,=0.5920,=9.7524,=5.2070,=4.1907
2025-08-13,=1077.7000,=1109.8400,=3732971296341.6191,=2802512912007,=1584473685137.6040,=5.5442,=0.5827,=9.7532,=5.2066,=4.1907
2025-08-12,=1069.8100,=1101.7100,=3706145563808.9497,=2783476859682,=1572904985866.6206,=5.5057,=0.5775,=9.7532,=5.2063,=4.1907
2025-08-11,=1049.7300,=1081.0400,=3642759005355.2300,=2529934395052,=1542980791819.8650,=5.4116,=0.5584,=9.7532,=5.2051,=4.1907
2025-08-08,=1043.5400,=1074.6600,=3617779175479.8701,=2511464642318,=1534039186437.8840,=5.3797,=0.5515,=9.7532,=5.2040,=4.1907
2025-08-07,=1058.2100,=1089.5900,=3675789837827.2700,=2545422441336,=1556356529086.1226,=5.4660,=0.5683,=9.7532,=5.2038,=4.1907
2025-08-06,=1059.7600,=1091.1900,=3688010051168.1499,=2552456358949,=1559008643862.6753,=5.4880,=0.5736,=9.7634,=5.2035,=4.1781
2025-08-05,=1053.6500,=1084.8900,=3671440411786.2598,=2538823716025,=1549966509245.7480,=5.4706,=0.5692,=9.7634,=5.2004,=4.1781
2025-08-04,=1049.4100,=1080.5300,=3658438647137.7202,=2529073173566,=1543742061806.9285,=5.4532,=0.5672,=9.7634,=5.1974,=4.1781
2025-08-01,=1036.7700,=1067.5200,=3619260853132.1001,=2503198126785,=1524146587247.3289,=5.4160,=0.5611,=9.7634,=5.1972,=4.1781
2025-07-31,=1047.8700,=1078.8100,=3650845286607.9199,=2525855636750,=1540673832223.3257,=5.4632,=0.5681,=9.7634,=5.1969,=4.1781
2025-07-30,=1058.5700,=1089.8300,=3689318506611.8398,=2546332221233,=1555793814633.7971,=5.5208,=0.5776,=9.7709,=5.1955,=4.1781
2025-07-29,=1070.4500,=1102.0500,=3733436393676.7490,=2574870292542,=1573805255120.6111,=5.5868,=0.5863,=9.7709,=5.1940,=4.1781
2025-07-28,=1055.1100,=1086.2600,=3688022899119.4800,=2535856082394,=1551396449419.9851,=5.5189,=0.5778,=9.7709,=5.1911,=4.1781
2025-07-25,=1054.2000,=1085.3200,=3689854788597.4502,=2532141455547,=1550336239376.1362,=5.5216,=0.5783,=9.7709,=5.1882,=4.1781
2025-07-24,=1032.8400,=1063,=3624746999273.7891,=2438734826146,=1518543961353.7488,=5.4242,=0.5647,=9.7709,=5.1876,=4.1781
2025-07-23,=1020.8600,=1050.6700,=3575192180262.2109,=2411285777707,=1500763767555.1831,=5.3500,=0.5520,=9.7738,=5.1869,=4.1749
2025-07-22,=1016.2700,=1045.9500,=3563976632439.8906,=2399082026538,=1493852893219.5984,=5.3333,=0.5475,=9.7738,=5.1842,=4.1749
2025-07-21,=1007.8900,=1037.3300,=3531244785933.0996,=2355439308305,=1481817854193.6672,=5.2843,=0.5380,=9.7738,=5.1815,=4.1749
2025-07-18,=1007.5300,=1036.9500,=3528166140231.9102,=2352260412552,=1481154338574.4587,=5.2797,=0.5376,=9.7738,=5.1813,=4.1749
2025-07-17,=1005.6500,=1035.0200,=3517932682959.8813,=2345366277857,=1478754976936.5305,=5.2643,=0.5348,=9.7738,=5.1811,=4.1749
2025-07-16,=997.6300,=1026.7700,=3484288981691.3906,=2326997412156,=1466616742495.7195,=5.2140,=0.5128,=9.7908,=5.1800,=4.1727
2025-07-15,=996.2500,=1025.3400,=3482837453925.2490,=2321560206304,=1464833710154.7500,=5.2118,=0.5108,=9.7908,=5.1789,=4.1727
2025-07-14,=992.3900,=1021.3700,=3470905975534.8789,=2314632838481,=1459161370284.6858,=5.1940,=0.5046,=9.7908,=5.1786,=4.1727
2025-07-11,=994.4500,=1023.4800,=3479673926808.9009,=2310892336588,=1462353355018.6990,=5.2071,=0.5100,=9.7908,=5.1782,=4.1727
2025-07-10,=979.9900,=1008.4600,=3429152150546.2100,=2277369679712,=1440446334668.1174,=5.1315,=0.4763,=9.7908,=5.1764,=4.1727
2025-07-09,=983.1100,=1011.5800,=3439574671999.9897,=2285028897529,=1444983320289.0493,=5.1471,=0.4850,=9.7937,=5.1782,=4.1716
2025-07-08,=991.9500,=1020.6700,=3467076769012.7402,=2303928590739,=1458135651308.4814,=5.1882,=0.5037,=9.7937,=5.1786,=4.1716
2025-07-07,=978.2900,=1006.5300,=3422484076583.8804,=2272316178374,=1437846816479.3254,=5.1215,=0.4733,=9.7937,=5.1782,=4.1716
2025-07-04,=984.8000,=1013.2300,=3441705769743.4995,=2287013280037,=1447548937095.5544,=5.1503,=0.4871,=9.7937,=5.1786,=4.1716
2025-07-03,=984.9500,=1013.3700,=3442979575455.7900,=2289165666578,=1447925490226.8171,=5.1522,=0.4875,=9.7937,=5.1789,=4.1716
2025-07-02,=982.6400,=1010.9300,=3436183165782.0103,=2285385746226,=1444380597838.3335,=5.1420,=0.4845,=9.8033,=5.1800,=4.1707
2025-07-01,=994.8000,=1023.3700,=3477259529442.6304,=2315559636731,=1462613716611.5298,=5.2035,=0.5042,=9.8033,=5.1811,=4.1707
2025-06-30,=1003.4100,=1032.2300,=3505700207078.0591,=2335869650943,=1475130591942.8904,=5.2460,=0.5247,=9.8033,=5.1800,=4.1707
2025-06-27,=988.2100,=1016.5700,=3453117266703.0903,=2281056740684,=1452637375670.9800,=5.1674,=0.4966,=9.8033,=5.1789,=4.1707
2025-06-26,=989.9700,=1018.3800,=3460393809602.6494,=2282686191732,=1455500648314.4700,=5.1782,=0.4987,=9.8033,=5.1800,=4.1707
2025-06-25,=995.6100,=1024.1800,=3479575737696.6304,=2298358708419,=1464151821181.2000,=5.2070,=0.5059,=9.8162,=5.1811,=4.1634
2025-06-24,=978.7100,=1006.8000,=3415590264172.9302,=2261166679377,=1438725892488.9502,=5.1112,=0.4727,=9.8162,=5.1800,=4.1634
2025-06-23,=961.4900,=988.9700,=3357591491065.9595,=2202836097631,=1413042614998.5698,=5.0244,=0.4218,=9.8162,=5.1811,=4.1634
2025-06-20,=957.8700,=985.2500,=3327992911450.0898,=2192413340781,=1406646600266.8804,=4.9801,=0.3987,=9.8162,=5.1813,=4.1634
2025-06-19,=962.9400,=990.4700,=3344922929055.1387,=2206926433435,=1414207020193.5596,=5.0055,=0.4108,=9.8162,=5.1815,=4.1634
2025-06-18,=968.1800,=995.6800,=3369697567972.2891,=2220661296375,=1421848592284.7302,=5.0425,=0.4313,=9.8240,=5.1842,=4.1633
2025-06-17,=963.0800,=990.4400,=3356595500553.4185,=2205581260234,=1414664476495.2798,=5.0229,=0.4199,=9.8240,=5.1869,=4.1633
2025-06-16,=970.8900,=998.4700,=3388035514457.7197,=2226048954194,=1426298228910.3604,=5.0700,=0.4515,=9.8240,=5.1919,=4.1633
2025-06-13,=972.9400,=1000.4800,=3365871016751.8301,=2198536490376,=1400104219548.9202,=5.0526,=0.4400,=9.8240,=5.1969,=4.1633
2025-06-12,=977.9700,=1005.2000,=3377419968425.0601,=2209307587096,=1407113995454.1299,=5.0700,=0.4505,=9.8240,=5.1972,=4.1633
2025-06-11,=980.9300,=1008.2200,=3384896706956.3296,=2214071653203,=1411602471435.0300,=5.0812,=0.4560,=9.8280,=5.1974,=4.1617
2025-06-10,=982.9000,=1010.2400,=3392376063256.2402,=2214997694114,=1414175216987.1101,=5.0924,=0.4615,=9.8280,=5.2007,=4.1617
2025-06-09,=997.6100,=1025.3600,=3440372438635.2212,=2252477538209,=1435617074190.9795,=5.1645,=0.4907,=9.8280,=5.2040,=4.1617
2025-06-06,=991.6400,=1019.0900,=3414290443813.0811,=2226174121042,=1427731878569.9102,=5.1253,=0.4724,=9.8280,=5.2051,=4.1617
2025-06-05,=996.4100,=1023.9900,=3425405049250.0811,=2237987413305,=1434804743058.1399,=5.1420,=0.4813,=9.8280,=5.2063,=4.1617
2025-06-04,=986.1100,=1012.9100,=3396486340389.2104,=2216714872652,=1419999496611.2400,=5.0986,=0.4639,=9.8318,=5.2095,=4.1579
2025-06-03,=981.7100,=1008.3900,=3377964307215.3203,=2205128515854,=1413830963639.1699,=5.0708,=0.4549,=9.8318,=5.2128,=4.1579
2025-05-30,=977.0300,=1003.5100,=3369535777478.0195,=2196944803707,=1406634189352.0503,=5.0581,=0.4460,=9.8318,=5.2131,=4.1579
2025-05-29,=986.3000,=1012.4100,=3397258183850.7397,=2219401176928,=1420457792932.7805,=5.0997,=0.4634,=9.8318,=5.2134,=4.1579
2025-05-28,=970.6400,=996.3300,=3342190851618.6802,=2182864186389,=1397803224749.7900,=5.0171,=0.4203,=9.8318,=5.2142,=4.1579
2025-05-27,=972.9200,=998.6300,=3356142068918.8901,=2187857478646,=1401292989438.6602,=5.0380,=0.4326,=9.8354,=5.2150,=4.1576
2025-05-26,=982.2600,=1008.2200,=3386320358371.6309,=2212008368357,=1414977127167.3401,=5.0833,=0.4577,=9.8354,=5.2151,=4.1576
2025-05-23,=980.5800,=1006.4900,=3373162023540.2412,=2207732681161,=1412516080082.3904,=5.0636,=0.4479,=9.8354,=5.2152,=4.1576
2025-05-22,=990.7100,=1016.8900,=3408165160490.1904,=2229291042377,=1426949786119.3403,=5.1161,=0.4671,=9.8354,=5.2156,=4.1576
2025-05-21,=995.4900,=1021.7900,=3425677391795.4600,=2241479428042,=1433985911243.7402,=5.1424,=0.4777,=9.8354,=5.2159,=4.1576
2025-05-20,=997.6800,=1024.0400,=3435632718631.4502,=2247227929674,=1437113293604.7195,=5.1574,=0.4833,=9.8383,=5.2166,=4.1559
2025-05-19,=995.2500,=1021.5600,=3434290953891.8496,=2243877262807,=1433734706524.3301,=5.1553,=0.4820,=9.8383,=5.2173,=4.1559
2025-05-16,=995.2400,=1021.5400,=3430516607449.0498,=2244718821869,=1433228025683.4695,=5.1497,=0.4798,=9.8383,=5.2173,=4.1559
2025-05-15,=1000.9700,=1027.2800,=3445525299736.3906,=2256673838474,=1441325288062.2300,=5.1722,=0.4863,=9.8383,=5.2174,=4.1559
2025-05-14,=1013.7700,=1040.4200,=3491822109904.9609,=2284643821769,=1459921410284.6892,=5.2417,=0.5099,=9.8383,=5.2180,=4.1559
2025-05-13,=1009.6800,=1036.2200,=3479546285946.8491,=2275186988982,=1453614139868.7195,=5.2233,=0.5034,=9.8421,=5.2174,=4.1555
2025-05-12,=1011.2300,=1037.8100,=3488637772306.2300,=2279454620177,=1456549554204.0300,=5.2369,=0.5082,=9.8421,=5.2173,=4.1555
2025-05-09,=1006.3200,=1032.7700,=3475547482021.7798,=2271902811664,=1449179671385.6299,=5.2173,=0.5000,=9.8421,=5.2173,=4.1555
2025-05-08,=1026.4400,=1053.3500,=3549304762855.3804,=2312790977649,=1479088587549.4998,=5.3578,=0.5324,=9.8421,=5.2167,=4.1555
2025-05-07,=1030.1900,=1057.1900,=3564906898049.2388,=2318923753773,=1484535641982.4597,=5.3814,=0.5371,=9.8421,=5.2159,=4.1555
2025-05-06,=1026.5200,=1053.4300,=3542766412042.9902,=2308302153510,=1479326111198.6499,=5.3479,=0.5324,=9.8433,=5.2156,=4.1511
2025-04-30,=1012.4200,=1038.9600,=3496655135875.9507,=2275318628002,=1459202783091.1101,=5.2783,=0.5190,=9.8433,=5.2152,=4.1511
2025-04-29,=1003.8700,=1030.1800,=3475255936546.3496,=2259999595270,=1434597400642.7800,=4.9160,=0.3758,=9.8433,=5.2151,=4.1511
2025-04-28,=1002.8300,=1029.1200,=3477254888614.7305,=2262417127472,=1426979439630.8994,=4.9048,=0.3683,=9.8433,=5.2152,=4.1511
2025-04-25,=1004.5700,=1030.9100,=3477278093875.3496,=2261587092366,=1428557227076.8799,=4.9067,=0.3686,=9.8433,=5.2156,=4.1511
2025-04-24,=1003.3200,=1029.6200,=3479341008633.0298,=2238503812077,=1427000948317.6602,=4.9189,=0.3767,=9.8439,=5.2159,=4.1487
2025-04-23,=1012.6500,=1039.2000,=3509497800376.1299,=2257000327546,=1434061640374.9204,=4.9585,=0.3962,=9.8439,=5.2167,=4.1487
2025-04-22,=1016.2200,=1042.8600,=3526265265900.1196,=2267478156242,=1439358959443.1899,=4.9846,=0.4104,=9.8439,=5.2174,=4.1487
2025-04-21,=1019.4100,=1046.1400,=3531247738388.9609,=2275274503304,=1444188444043.8101,=5.0037,=0.4186,=9.8439,=5.2180,=4.1487
2025-04-18,=1008.6000,=1035.0400,=3500853539798.9292,=2190262298648,=1368339310642.2200,=4.9843,=0.4103,=9.8439,=5.2186,=4.1487
2025-04-17,=1016.8100,=1043.4700,=3529349773534.0103,=2206322000384,=1377898258205.5696,=5.0331,=0.4316,=9.8520,=5.2200,=4.1485
2025-04-16,=1014.5100,=1041.1100,=3525502872718.6909,=2201330625667,=1377442588032.8899,=5.0276,=0.4293,=9.8520,=5.2214,=4.1485
2025-04-15,=1006.3400,=1032.7200,=3489260399218.7700,=2182048315654,=1367949988358.9402,=4.9759,=0.4061,=9.8520,=5.2216,=4.1485
2025-04-14,=1014.2800,=1040.8700,=3514619842361.4604,=2200411203830,=1378357805536.4700,=5.0121,=0.4187,=9.8520,=5.2218,=4.1485
2025-04-11,=1011.7100,=1038.2300,=3510408971460.5303,=2195366694795,=1373871768093.5503,=5.0124,=0.4191,=9.8520,=5.2233,=4.1485
2025-04-10,=991.2200,=1017.2100,=3441601949557.2808,=2156949779037,=1345648453444.0500,=4.9124,=0.3774,=9.8697,=5.2249,=4.1482
2025-04-09,=980.5700,=1006.2800,=3410635769915.2896,=2134845307527,=1329794968429.7705,=4.8682,=0.3576,=9.8697,=5.2275,=4.1482
2025-04-08,=940.0900,=964.7400,=3263332681867.2495,=2047523755828,=1276224757936.5298,=4.6580,=0.2746,=9.8697,=5.2302,=4.1482
2025-04-07,=924.1700,=948.4000,=3203385580163.5898,=2005011909726,=1254685416207.3999,=4.5724,=0.2564,=9.8697,=5.2304,=4.1482
2025-04-03,=1018.0700,=1044.7600,=3504288742003.6699,=2207454871970,=1378231383017.5703,=5.0160,=0.4183,=9.8697,=5.2305,=4.1482
2025-04-02,=1022.7500,=1049.5600,=3505551371148.1104,=2215078130987,=1384556246074.6599,=5.0180,=0.4195,=9.8711,=5.2313,=4.1454
2025-04-01,=1024.3800,=1051.2300,=3508157269247.4502,=2218393314963,=1386243506772.3899,=5.0217,=0.4217,=9.8711,=5.2321,=4.1454
2025-03-31,=1022.7100,=1049.5300,=3509920825536.8101,=2212790155453,=1384724477979.8601,=5.0158,=0.4185,=9.8711,=5.2329,=4.1454
2025-03-28,=1029.4800,=1056.4700,=3532893835311.0698,=2230167736720,=1393790142062.7305,=5.0530,=0.4400,=9.8711,=5.2338,=4.1454
2025-03-27,=1040.5700,=1067.8500,=3571860328933.7490,=2253085670503,=1408888336878.2100,=5.1358,=0.4678,=9.8711,=5.2370,=4.1454
2025-03-26,=1029.0500,=1056.0300,=3531398478704.6411,=2233430700842,=1391642121786.2000,=5.0776,=0.4505,=9.8860,=5.2402,=4.1431
2025-03-25,=1031.7000,=1058.7400,=3539241637647.4102,=2239141746339,=1395341153473.6997,=5.0873,=0.4536,=9.8860,=5.2411,=4.1431
2025-03-24,=1045.9400,=1073.3600,=3588724321008.6299,=2265109492197,=1412329959949.0701,=5.1584,=0.4752,=9.8860,=5.2421,=4.1431
2025-03-21,=1042.8900,=1070.2300,=3585338238604.7998,=2260550966600,=1407877062011.2395,=5.1536,=0.4739,=9.8860,=5.2429,=4.1431
2025-03-20,=1064.7900,=1092.7100,=3657318309081.8799,=2305819032829,=1437288965857.9602,=5.2570,=0.5018,=9.8860,=5.2437,=4.1431
2025-03-19,=1076.9400,=1105.1700,=3692827370981.9102,=2331881460193,=1453930513437.5205,=5.3097,=0.5120,=9.8944,=5.2429,=4.1408
2025-03-18,=1089.8300,=1118.4000,=3733652010575.5811,=2362439663732,=1468017412305.5100,=5.3684,=0.5204,=9.8944,=5.2421,=4.1408
2025-03-17,=1083.2100,=1111.6100,=3715318237290.9102,=2347766532673,=1458277634621.0198,=5.3420,=0.5182,=9.8944,=5.2411,=4.1408
2025-03-14,=1088.1100,=1116.6400,=3734482532302.2710,=2343468841688,=1455273512172.6201,=5.3889,=0.5249,=9.8944,=5.2402,=4.1408
2025-03-13,=1069.7000,=1097.7500,=3674750873811.8701,=2306200249636,=1430833526954.1602,=5.3027,=0.5120,=9.8944,=5.2370,=4.1408
2025-03-12,=1092.7100,=1121.3500,=3753595589138.8501,=2351201035688,=1460306383247.2700,=5.4164,=0.5294,=9.8983,=5.2338,=4.1391
2025-03-11,=1100.7400,=1129.6000,=3775738072774.1899,=2369705387608,=1469719337704.2000,=5.4484,=0.5326,=9.8983,=5.2329,=4.1391
2025-03-10,=1105.1600,=1134.1400,=3783097395408.8589,=2377044236317,=1476930561607.9297,=5.4590,=0.5339,=9.8983,=5.2321,=4.1391
2025-03-07,=1107.6200,=1136.6600,=3792416061452.4790,=2388640894948,=1483797223305.2795,=5.4725,=0.5353,=9.8983,=5.2313,=4.1391
2025-03-06,=1121.5800,=1150.9900,=3844072544916.8701,=2417002751174,=1501130595569.8696,=5.5470,=0.5447,=9.8983,=5.2305,=4.1391
2025-03-05,=1083.8200,=1112.2300,=3730261602592.6299,=2334452422084,=1454527560884.0500,=5.3828,=0.5264,=9.9024,=5.2304,=4.1383
2025-03-04,=1080.6600,=1109,=3720828196017.3091,=2329575241576,=1452165285839.9297,=5.3692,=0.5233,=9.9024,=5.2302,=4.1383
2025-03-03,=1062.3500,=1090.2000,=3669246927498.0898,=2294312318820,=1426283939847.3301,=5.2947,=0.5139,=9.9024,=5.2275,=4.1383
2025-02-28,=1078.8000,=1107.0800,=3723731934299.0991,=2317995914501,=1445473734103.2100,=5.3808,=0.5251,=9.9024,=5.2249,=4.1383
2025-02-27,=1126.2900,=1155.8100,=3878267297875.0103,=2417309073138,=1506724749513.1597,=5.6041,=0.5535,=9.9024,=5.2233,=4.1383
2025-02-26,=1126.8200,=1156.3600,=3886238358386.0801,=2425225451323,=1508414025989.7498,=5.6197,=0.5585,=9.9065,=5.2218,=4.1367
2025-02-25,=1102.9000,=1131.8200,=3798306909566.7402,=2377671927022,=1475661594882.6094,=5.4925,=0.5383,=9.9065,=5.2216,=4.1367
2025-02-24,=1100.0500,=1128.8900,=3800324882242.3398,=2374107446929,=1473989361913.8899,=5.4954,=0.5387,=9.9065,=5.2214,=4.1367
2025-02-21,=1094.7700,=1123.4700,=3791989194155.5498,=2361586431714,=1470484829792.5300,=5.4834,=0.5374,=9.9065,=5.2200,=4.1367
2025-02-20,=1033.0900,=1060.1700,=3582977447282.4893,=2239808461155,=1395788222530.3904,=5.1811,=0.4883,=9.9065,=5.2186,=4.1367
2025-02-19,=1034.5700,=1061.6900,=3600339939835.4102,=2242870006801,=1397805551397.1497,=5.2063,=0.4932,=9.9090,=5.2200,=4.1361
2025-02-18,=1011.1700,=1037.6800,=3519967620910.8389,=2192777984473,=1363955189648.2598,=5.0900,=0.4638,=9.9090,=5.2214,=4.1361
2025-02-17,=1037.3100,=1064.5000,=3605308466003.8101,=2246101434584,=1397374411859.8999,=5.2134,=0.4941,=9.9090,=5.2216,=4.1361
2025-02-14,=1022.4600,=1049.2700,=3553627769724.2305,=2218264323257,=1379284331661.5901,=5.1387,=0.4792,=9.9090,=5.2218,=4.1361
2025-02-13,=1017.0900,=1043.7500,=3550553884103.5010,=2206623953441,=1371503535125.6396,=5.1343,=0.4769,=9.9090,=5.2233,=4.1361
