日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM正数等权,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2025-10-23,=12923.5200,=14072.2977,=4360123970847.8501,=3522263646743,=2119173942617.2244,=5.8358,=0.6794,=6.2519,=5.4375,=4.5112
2025-10-22,=13018.4800,=14175.6911,=4381505574596.1699,=3551615284434,=2133808439776.8325,=5.8581,=0.6905,=6.2519,=5.4373,=4.5112
2025-10-21,=13047.1300,=14205.5076,=4377822770854.1699,=3545099488923,=2138611505168.4275,=5.9835,=0.7184,=6.2519,=5.4366,=4.5112
2025-10-20,=12628.3500,=13749.5493,=4233620293251.2988,=3429393622485,=2069993859796.0400,=5.7397,=0.6506,=6.2519,=5.4359,=4.5112
2025-10-17,=12521.7000,=13633.4288,=4200373790505.4902,=3400447391057,=2053170465549.9224,=5.7240,=0.6410,=6.2519,=5.4356,=4.5112
2025-10-16,=12992.2900,=14145.7176,=4357955972901.7402,=3522325180538,=2130426645931.3577,=5.8362,=0.6810,=6.2550,=5.4353,=4.5112
2025-10-15,=13074.2200,=14234.9245,=4396568587684.6401,=3551758294806,=2123408932509.7949,=5.9311,=0.7103,=6.2550,=5.4345,=4.5112
2025-10-14,=12834.2700,=13973.6662,=4305599660788.7002,=3475721398818,=2085438413559.0100,=5.8768,=0.6966,=6.2550,=5.4337,=4.5112
2025-10-13,=13590.2100,=14796.7236,=4575091672016.7695,=3686246736259,=2208075954305.2100,=6.2686,=0.8039,=6.2550,=5.4334,=4.5112
2025-10-10,=13412.8200,=14603.5796,=4467654582288.8906,=3633121823873,=2177613076874.0750,=6.3464,=0.8266,=6.2519,=5.4331,=4.5112
2025-10-09,=14259.8700,=15525.8321,=4775446407629.0801,=3869199952714,=2315879740147.6377,=6.5786,=0.8796,=6.2519,=5.4328,=4.5112
2025-09-30,=13889.6800,=15122.7753,=4679538483519.1699,=3770681990855,=2257514263451.2705,=6.3673,=0.8304,=6.2500,=5.4326,=4.5112
2025-09-29,=13649.8700,=14861.6752,=4609670404566.3096,=3727570954386,=2217689523180.9404,=6.2839,=0.8094,=6.2449,=5.4326,=4.5112
2025-09-26,=13474.3100,=14670.5354,=4548344355971.6006,=3690107600987,=2187261307491.2500,=6.2554,=0.8032,=6.2374,=5.4325,=4.5112
2025-09-25,=13660.8300,=14873.3178,=4604120649533.6709,=3745667743787,=2217573825331.5869,=6.2686,=0.8058,=6.2353,=5.4308,=4.5112
2025-09-24,=13567.5500,=14771.7550,=4577527272785.5195,=3715929791317,=2203487768673.2500,=6.1688,=0.7760,=6.2353,=5.4290,=4.5107
2025-09-23,=12999.5800,=14153.3811,=4385277558184.2505,=3564666086669,=2110811842470.1899,=5.9064,=0.7090,=6.2353,=5.4289,=4.5107
2025-09-22,=13022.5100,=14178.3462,=4398585003972.5586,=3575642523253,=2113471544716.2144,=5.9439,=0.7149,=6.2353,=5.4287,=4.5107
2025-09-19,=12519.1400,=13630.3002,=4201492507190.6904,=3425127342256,=2030766821419.0601,=5.8052,=0.6775,=6.2353,=5.4283,=4.5107
2025-09-18,=12736.7100,=13867.1774,=4275856915448.9702,=3494389838612,=2065081951094.2949,=5.8901,=0.7070,=6.2353,=5.4279,=4.5107
2025-09-17,=12490.2000,=13598.7836,=4185773100341.9102,=3432548502603,=2023808477320.4524,=5.7095,=0.6432,=6.2374,=5.4257,=4.5096
2025-09-16,=12349.7900,=13445.9167,=4109084016972.6904,=3400648029707,=1998997854459.8557,=5.6315,=0.5955,=6.2374,=5.4234,=4.5096
2025-09-15,=12201.0300,=13283.9522,=4051063368629.6299,=3349475990939,=1974496838368.9199,=5.5964,=0.5783,=6.2374,=5.4225,=4.5096
2025-09-12,=12110.9800,=13185.9046,=4020335568547.4199,=3321613448786,=1959596905893.9404,=5.5153,=0.5400,=6.2374,=5.4215,=4.5096
2025-09-11,=11921.0700,=12979.1370,=3978494534729.5498,=3269470202322,=1930338273636.4265,=5.5082,=0.5384,=6.2374,=5.4190,=4.5096
2025-09-10,=11201.9700,=12196.2123,=3719726336865.8188,=3050853449375,=1815084064250.6770,=5.3138,=0.4735,=6.2449,=5.4165,=4.5089
2025-09-09,=11000.1400,=11976.4727,=3654442105380.9600,=2991086865354,=1782726801523.6335,=5.2989,=0.4684,=6.2449,=5.4190,=4.5089
2025-09-08,=11327.7100,=12333.1166,=3803044031966.8608,=3068136256738,=1838844050618.0320,=5.4482,=0.5116,=6.2449,=5.4215,=4.5089
2025-09-05,=11277.8800,=12278.8664,=3797891662792.9702,=3062638305315,=1830518746205.5249,=5.3740,=0.4894,=6.2449,=5.4190,=4.5089
2025-09-04,=10904.9900,=11872.8801,=3691767997424.2300,=2958556372800,=1771568503988.8618,=5.1594,=0.4135,=6.2449,=5.4215,=4.5089
2025-09-03,=11768.7700,=12813.3221,=3946647988965.5098,=3211218718687,=1908416788608.7056,=5.4287,=0.5017,=6.2500,=5.4225,=4.5087
2025-09-02,=12023.8100,=13091.0009,=4022976224325.3398,=3286747871118,=1957517716807.9429,=5.4920,=0.5286,=6.2500,=5.4215,=4.5087
2025-09-01,=12322.0800,=13415.7395,=4105590390899.8506,=3367239996714,=2006435934077.5901,=5.6907,=0.6294,=6.2500,=5.4190,=4.5087
2025-08-29,=12134.0400,=13211.0129,=4054014122381.2212,=3318065300414,=1976258811673.0251,=5.5379,=0.5485,=6.2500,=5.4165,=4.5087
2025-08-28,=12488.6300,=13597.0761,=4196074679007.9009,=3342003571629,=2022193628932.5591,=5.5974,=0.5769,=6.2500,=5.4146,=4.5087
2025-08-27,=11593.5900,=12622.5986,=3839653166875.5498,=3098897876715,=1873423798580.9810,=5.4378,=0.5089,=6.2519,=5.4127,=4.5040
2025-08-26,=11605.4500,=12635.5064,=3844234862823.0010,=3086002300034,=1873865324253.8169,=5.5232,=0.5421,=6.2519,=5.4114,=4.5040
2025-08-25,=11683.5700,=12720.5650,=3888841044919.7202,=3117744927988,=1880146865452.0510,=5.4500,=0.5130,=6.2519,=5.4102,=4.5040
2025-08-22,=11325.1500,=12330.3284,=3769605363521.1201,=2992875048549,=1824493922319.4231,=5.3306,=0.4805,=6.2519,=5.4081,=4.5040
2025-08-21,=10312.3000,=11227.5788,=3393181778488.0195,=2702518098937,=1660673811818.8469,=5.0875,=0.3848,=6.2519,=5.4102,=4.5040
2025-08-20,=10278.9700,=11191.2899,=3392557837143.7700,=2695750416338,=1656137876170.5269,=5.1191,=0.3988,=6.2550,=5.4114,=4.5035
2025-08-19,=9890.0500,=10767.8520,=3262142652751.7603,=2587001483944,=1594046472155.0957,=4.9673,=0.3482,=6.2550,=5.4127,=4.5035
2025-08-18,=10059.2200,=10952.0425,=3325726139817.3599,=2630049960676,=1615023208999.5718,=5.0249,=0.3698,=6.2550,=5.4146,=4.5035
2025-08-15,=9903.6600,=10782.6742,=3281441371819.0703,=2634944611376,=1590666884628.1887,=4.9234,=0.3377,=6.2550,=5.4165,=4.5035
2025-08-14,=9777.1600,=10644.9495,=3238626297916.9102,=2608634609309,=1569547561993.2410,=4.8295,=0.3014,=6.2550,=5.4190,=4.5035
2025-08-13,=9604.8800,=10457.3710,=3169461311134.0498,=2543415662466,=1542920278124.7837,=4.8716,=0.3202,=6.2592,=5.4215,=4.5008
2025-08-12,=9537.4300,=10383.9357,=3148848299700.5000,=2524443408190,=1532358520240.2805,=4.8340,=0.3019,=6.2592,=5.4225,=4.5008
2025-08-11,=9272.9000,=10095.9312,=3058007046242.9805,=2247715451852,=1490900235230.5151,=4.7947,=0.2938,=6.2592,=5.4234,=4.5008
2025-08-08,=9226.9700,=10045.9285,=3043716369537.1299,=2235544293001,=1483732758326.9358,=4.7509,=0.2809,=6.2592,=5.4257,=4.5008
2025-08-07,=9387.8100,=10221.0394,=3108579144936.4209,=2274497136390,=1510411375596.1101,=4.8342,=0.3018,=6.2592,=5.4279,=4.5008
2025-08-06,=9359.7200,=10190.4553,=3106180601222.5796,=2270048093313,=1505959754962.5054,=4.8379,=0.3034,=6.2673,=5.4284,=4.4985
2025-08-05,=9296.3200,=10121.4313,=3092264703263.6401,=2255231917896,=1495111768985.8401,=4.7973,=0.2946,=6.2673,=5.4290,=4.4985
2025-08-04,=9268.7300,=10091.3939,=3085157631198.1704,=2248363718592,=1490713704636.1826,=4.7795,=0.2907,=6.2673,=5.4308,=4.4985
2025-08-01,=9177.0800,=9991.6067,=3050319378474.7100,=2262163170193,=1475576854455.0129,=4.7719,=0.2888,=6.2673,=5.4325,=4.4985
2025-07-31,=9290.0300,=10112.1798,=3086624726959.7310,=2289149314937,=1493851858789.2517,=4.8074,=0.2952,=6.2673,=5.4326,=4.4985
2025-07-30,=9421.1400,=10254.9009,=3125176387176.3203,=2319736314230,=1515102910802.7959,=4.8854,=0.3183,=6.2679,=5.4326,=4.4929
2025-07-29,=9516.4200,=10358.6050,=3164778704694.3301,=2344422106732,=1530505088100.8413,=4.9272,=0.3345,=6.2679,=5.4284,=4.4929
2025-07-28,=9384.6700,=10215.2015,=3125831491764.7402,=2278603410052,=1509830972113.5154,=4.8786,=0.3181,=6.2679,=5.4290,=4.4929
2025-07-25,=9396.9500,=10228.5702,=3137304309087.0698,=2279985643908,=1512080072841.4849,=4.8550,=0.3058,=6.2679,=5.4308,=4.4929
2025-07-24,=9183.9500,=9996.7189,=3063515200713.9399,=2224120390819,=1478245692152.5645,=4.8086,=0.2962,=6.2679,=5.4325,=4.4929
2025-07-23,=9064.2800,=9866.4602,=3016886952844.0698,=2195510253283,=1458645631423.2036,=4.7457,=0.2811,=6.2729,=5.4326,=4.4911
2025-07-22,=8984.4000,=9779.5108,=2993873671376.0200,=2174533383658,=1445984405004.7466,=4.7365,=0.2792,=6.2729,=5.4326,=4.4911
2025-07-21,=8966.9300,=9760.4949,=2987334910907.5298,=2166912636832,=1443282608174.3855,=4.7352,=0.2787,=6.2729,=5.4328,=4.4911
2025-07-18,=8972.9500,=9767.0436,=2984452880012.0400,=2166628057674,=1444169432469.0024,=4.7191,=0.2755,=6.2729,=5.4331,=4.4911
2025-07-17,=8929.9500,=9720.2329,=2974414320315.0103,=2153214868045,=1437527089101.9685,=4.6481,=0.2505,=6.2729,=5.4334,=4.4911
2025-07-16,=8865.3500,=9649.9156,=2951292940246.0811,=2141475689266,=1426676133474.1680,=4.6089,=0.2353,=6.2768,=5.4337,=4.4902
2025-07-15,=8841.2200,=9623.6534,=2945987544779.9102,=2133253292558,=1423343136138.1223,=4.6088,=0.2348,=6.2768,=5.4345,=4.4902
2025-07-14,=8851.3100,=9634.6331,=2947572793134.8799,=2137595788596,=1424503923396.1860,=4.5957,=0.2308,=6.2768,=5.4353,=4.4902
2025-07-11,=8899.0600,=9686.6175,=2964096427889.6299,=2147725981172,=1432396437861.2896,=4.6187,=0.2379,=6.2768,=5.4356,=4.4902
2025-07-10,=8754.4500,=9529.2092,=2909742196335.4502,=2112749467176,=1408755537873.9314,=4.5809,=0.2276,=6.2768,=5.4359,=4.4902
2025-07-09,=8792.4300,=9569.6551,=2922618534899.3696,=2122863580243,=1414745263942.6853,=4.5851,=0.2278,=6.2774,=5.4366,=4.4900
2025-07-08,=8882.8100,=9668.0212,=2951823346217.4204,=2144237601401,=1429326993096.5117,=4.5989,=0.2300,=6.2774,=5.4373,=4.4900
2025-07-07,=8768.7300,=9543.8591,=2916422108900.5903,=2118421259759,=1410714631994.8972,=4.5096,=0.2070,=6.2774,=5.4378,=4.4900
2025-07-04,=8796.4700,=9574.0494,=2925758003808.4199,=2126029751696,=1415269034786.2764,=4.5216,=0.2142,=6.2774,=5.4382,=4.4900
2025-07-03,=8805.7400,=9584.0430,=2928360729257.1694,=2125582410807,=1417051651320.2476,=4.5630,=0.2256,=6.2774,=5.4385,=4.4900
2025-07-02,=8781.6900,=9553.8441,=2922229144117.5093,=2119660108060,=1412977976451.6118,=4.5359,=0.2159,=6.2819,=5.4387,=4.4897
2025-07-01,=8954.7600,=9742.1346,=2977613639049.5503,=2161786414172,=1440807402214.7302,=4.6159,=0.2329,=6.2819,=5.4400,=4.4897
2025-06-30,=9023.2400,=9816.2074,=3002429819560.6396,=2177009788116,=1451529234841.8960,=4.5914,=0.2275,=6.2819,=5.4414,=4.4897
2025-06-27,=8908.1500,=9690.6794,=2963109972107.5498,=2150059567754,=1432965673270.3682,=4.5482,=0.2192,=6.2819,=5.4442,=4.4897
2025-06-26,=8889.7200,=9670.6299,=2964653298135,=2145261291021,=1430169206593.6982,=4.4800,=0.1975,=6.2819,=5.4471,=4.4897
2025-06-25,=8955.0900,=9740.8174,=2982418218115.5303,=2160612584178,=1439667800154.1282,=4.5248,=0.2152,=6.2836,=5.4477,=4.4897
2025-06-24,=8813.7300,=9587.0564,=2928762950454.5801,=2129391561638,=1417419754198.1162,=4.4512,=0.1871,=6.2836,=5.4484,=4.4897
2025-06-23,=8647.2600,=9405.7702,=2875026440005.4502,=2072906895579,=1390649717703.5940,=4.3757,=0.1633,=6.2836,=5.4497,=4.4900
2025-06-20,=8553.6400,=9303.9394,=2833446325144.4199,=2050511602446,=1375135794613.4902,=4.3020,=0.1308,=6.2836,=5.4510,=4.4902
2025-06-19,=8611.5500,=9365.3390,=2848626244975.5996,=2062726291848,=1384322062217.2605,=4.3200,=0.1380,=6.2836,=5.4540,=4.4911
2025-06-18,=8615.6500,=9368.9696,=2852218142595.8804,=2062807333729,=1384863217716.1902,=4.3489,=0.1473,=6.2853,=5.4569,=4.4911
2025-06-17,=8575.7500,=9325.5845,=2844067159452.1099,=2050711761282,=1378742913532.5400,=4.3229,=0.1389,=6.2853,=5.4573,=4.4929
2025-06-16,=8626.8500,=9380.8099,=2864777120555.4102,=2063705689337,=1386830605729.3799,=4.3074,=0.1376,=6.2853,=5.4576,=4.4985
2025-06-13,=8603.0300,=9354.9132,=2846869462966.4897,=2065062001098,=1388405025365.9700,=4.3110,=0.1356,=6.2853,=5.4582,=4.5008
2025-06-12,=8606.7500,=9358.9519,=2841190571470.3003,=2063763652395,=1388889996761.6101,=4.3642,=0.1548,=6.2853,=5.4588,=4.5035
2025-06-11,=8672.3300,=9430.0779,=2862390673007.8105,=2081099099653,=1399611773992.5498,=4.4084,=0.1670,=6.2858,=5.4598,=4.5035
2025-06-10,=8703.2800,=9463.7394,=2872895076032.6694,=2085561558268,=1404074978729.4600,=4.4013,=0.1643,=6.2858,=5.4609,=4.5040
2025-06-09,=8870.3500,=9645.4043,=2923987050591.9004,=2129988735887,=1431392059586.0901,=4.4751,=0.1900,=6.2858,=5.4615,=4.5087
2025-06-06,=8878.8100,=9654.6049,=2926374840058.0801,=2121063694584,=1432837734280.9702,=4.4585,=0.1852,=6.2858,=5.4621,=4.5089
2025-06-05,=8871.4900,=9646.6487,=2925649363878.7100,=2121521605788,=1431339595738.7402,=4.4902,=0.1939,=6.2858,=5.4627,=4.5107
2025-06-04,=8740.7700,=9504.5055,=2886979404703.2202,=2090653330328,=1410097450680.7400,=4.4316,=0.1748,=6.2882,=5.4634,=4.5107
2025-06-03,=8688.0800,=9447.2094,=2872500583519.2998,=2078732093034,=1401598977053.2395,=4.4075,=0.1663,=6.2882,=5.4637,=4.5112
2025-05-30,=8635.4500,=9389.9792,=2857295661684.9897,=2066919691475,=1392769721333.6702,=4.4414,=0.1779,=6.2882,=5.4640,=4.5112
2025-05-29,=8763.2700,=9526.1155,=2897583663036.1812,=2097451747197,=1413509256041.4299,=4.5164,=0.2016,=6.2882,=5.4657,=4.5112
2025-05-28,=8606.2000,=9355.3719,=2845265165978.6011,=2059518013570,=1387978636334.1001,=4.4204,=0.1717,=6.2882,=5.4673,=4.5112
2025-05-27,=8676.0700,=9429.6423,=2869959405768.1104,=2077666750688,=1399368321673.7100,=4.4695,=0.1847,=6.2884,=5.4684,=4.5112
2025-05-26,=8799.6000,=9563.9082,=2907407536027.2100,=2109188912634,=1419020243344.9299,=4.5177,=0.2006,=6.2884,=5.4694,=4.5122
2025-05-23,=8763.1700,=9524.2100,=2889852821247.4707,=2100321384513,=1412781384665.8604,=4.5112,=0.1986,=6.2884,=5.4702,=4.5122
2025-05-22,=8873.7300,=9644.3676,=2923379582621.4102,=2125783682606,=1430669455044.1899,=4.5872,=0.2123,=6.2884,=5.4710,=4.5191
2025-05-21,=8887.3900,=9659.2111,=2931906995643.3599,=2129255355021,=1432813098722.5898,=4.5567,=0.2096,=6.2884,=5.4712,=4.5191
2025-05-20,=8996.9300,=9778.2707,=2964590543733.5605,=2155323837590,=1450480237868.2798,=4.6007,=0.2126,=6.2907,=5.4714,=4.5122
2025-05-19,=8965.6800,=9744.3066,=2958640790919.8203,=2148634673816,=1445447092296.5901,=4.5493,=0.2078,=6.2907,=5.4716,=4.5122
2025-05-16,=8923.1200,=9698.0512,=2942711060831.9102,=2138481393554,=1438638874392.3398,=4.5658,=0.2108,=6.2907,=5.4718,=4.5122
2025-05-15,=8959.1300,=9736.1219,=2953074218040.8799,=2145829687928,=1444073415717.2900,=4.5617,=0.2102,=6.2907,=5.4725,=4.5122
2025-05-14,=9143.6800,=9936.6728,=3011340017349.1011,=2189109154772,=1473846714379.9998,=4.6611,=0.2320,=6.2907,=5.4731,=4.5122
2025-05-13,=9094.1400,=9882.8362,=2993762206247.0801,=2177611969635,=1465925680440.2302,=4.6598,=0.2307,=6.2917,=5.4744,=4.5112
2025-05-12,=9136.8688,=9929.2722,=3011439029775.2998,=2186998352918,=1472981393333.5601,=4.6648,=0.2323,=6.2917,=5.4757,=4.5112
2025-05-09,=9099.3200,=9888.4669,=3004089117726.2305,=2182185476062,=1466358780399.0901,=4.6015,=0.2116,=6.2917,=5.4758,=4.5112
2025-05-08,=9283.7309,=10088.8710,=3074815060458.1899,=2223713501551,=1497185836790.1001,=4.6795,=0.2370,=6.2917,=5.4758,=4.5112
2025-05-07,=9349.8267,=10160.6990,=3099171508695.0396,=2238139223970,=1507501276272.5298,=4.6740,=0.2350,=6.2917,=5.4766,=4.5112
2025-05-06,=9374.9380,=10187.9881,=3099979251467.2002,=2238349678048,=1511442981522.9202,=4.7036,=0.2446,=6.2955,=5.4774,=4.5112
2025-04-30,=9225.4786,=10024.3118,=3055855750498.8501,=2203316475007,=1487553453303.2996,=4.6166,=0.2158,=6.2955,=5.4783,=4.5112
2025-04-29,=9163.6369,=9957.1152,=3035639302614.0098,=2188310070823,=1476074146195.7898,=4.6513,=0.2268,=6.2955,=5.4791,=4.5112
2025-04-28,=9069.8375,=9855.1937,=3019580448839.6602,=2171143843389,=1461500454352.8296,=4.6280,=0.2190,=6.2955,=5.4800,=4.5112
2025-04-25,=9043.9924,=9827.1107,=3011829681121.3804,=2163334438840,=1456253933684.5100,=4.6375,=0.2235,=6.2955,=5.4809,=4.5112
2025-04-24,=9050.7373,=9834.4396,=3018586060506.2197,=2145461218534,=1457250310137.4795,=4.6252,=0.2186,=6.2970,=5.4818,=4.5107
2025-04-23,=9156.6124,=9949.4824,=3050509396076.0596,=2166942268231,=1466611727963.1003,=4.6950,=0.2384,=6.2970,=5.4827,=4.5107
2025-04-22,=9184.8565,=9980.1721,=3063906529289.7002,=2175557223610,=1470733508152.7500,=4.6737,=0.2320,=6.2970,=5.4827,=4.5107
2025-04-21,=9213.4548,=10011.2468,=3074445935489.8799,=2180427686065,=1475351724110.0400,=4.6778,=0.2329,=6.2970,=5.4828,=4.5107
2025-04-18,=9109.4240,=9898.2080,=3048745613747.7900,=2096853406464,=1397193106769.8899,=4.6325,=0.2207,=6.2970,=5.4830,=4.5107
2025-04-17,=9204.9336,=10001.9878,=3080528627300.6201,=2117481126273,=1410192661295.2100,=4.6762,=0.2318,=6.2996,=5.4832,=4.5089
2025-04-16,=9182.9624,=9978.1141,=3073964567231.1001,=2110854455310,=1409662316940.4600,=4.7074,=0.2400,=6.2996,=5.4845,=4.5089
2025-04-15,=9062.3747,=9847.0847,=3025487954911.0601,=2080709544802,=1389293601276.3606,=4.6997,=0.2380,=6.2996,=5.4857,=4.5089
2025-04-14,=9178.2900,=9973.0337,=3066660656102.5601,=2108259002466,=1406160550389.3701,=4.7309,=0.2418,=6.2996,=5.4859,=4.5089
2025-04-11,=9169.4741,=9963.6046,=3063995665797.6904,=2105466143290,=1406858036907.5701,=4.7329,=0.2420,=6.2996,=5.4860,=4.5089
2025-04-10,=8827.6138,=9591.9959,=2962005877677.3101,=2029298996978,=1353673780990.7798,=4.5203,=0.2048,=6.3001,=5.4863,=4.5087
2025-04-09,=8746.1458,=9503.4736,=2940872152750.0605,=2012000509383,=1339572221431.4802,=4.4112,=0.1706,=6.3001,=5.4866,=4.5087
2025-04-08,=8307.7905,=9027.1612,=2784691012872.8389,=1909639443029,=1273846845524.6299,=4.2740,=0.1260,=6.3001,=5.4883,=4.5089
2025-04-07,=8320.3850,=9040.8462,=2778416612347.1504,=1910887329097,=1275153335617.6702,=4.3092,=0.1378,=6.3001,=5.4900,=4.5107
2025-04-03,=9052.6569,=9836.5254,=2998996121426.4702,=2081215880569,=1383963769308.3999,=4.7961,=0.2561,=6.3001,=5.4919,=4.5112
2025-04-02,=9069.6660,=9855.0073,=2991029340244.0601,=2083290020018,=1386644463798.9197,=4.8695,=0.2768,=6.3011,=5.4938,=4.5107
2025-04-01,=9077.0400,=9863.0198,=2992241614845.5400,=2085209066261,=1387421669691.1499,=4.8640,=0.2733,=6.3011,=5.4947,=4.5107
2025-03-31,=9057.4783,=9841.7642,=2999644213299.4302,=2077315572711,=1386084204835.8999,=4.8694,=0.2757,=6.3011,=5.4957,=4.5107
2025-03-28,=9082.6704,=9869.1377,=3009738769221.1499,=2081593314240,=1390055142449.8201,=4.9263,=0.2943,=6.3011,=5.4958,=4.5107
2025-03-27,=9218.8559,=10017.1155,=3059429824581.5195,=2113521086782,=1411102058467.3301,=4.9823,=0.3063,=6.3011,=5.4959,=4.5107
2025-03-26,=9154.6793,=9947.3818,=3030427013959.8701,=2100522539873,=1399534093111.9104,=4.9697,=0.3043,=6.3029,=5.4965,=4.5089
2025-03-25,=9189.0684,=9984.7486,=3038532272090.9399,=2107563983483,=1404927470698.9502,=4.9918,=0.3112,=6.3029,=5.4971,=4.5089
2025-03-24,=9353.9475,=10163.9045,=3097251218553.3989,=2142341640537,=1427221497846.9302,=5.0257,=0.3247,=6.3029,=5.4977,=4.5089
2025-03-21,=9292.9848,=10097.6630,=3075873557815.8701,=2128629162543,=1417703955723.3103,=5.0482,=0.3309,=6.3029,=5.4982,=4.5089
2025-03-20,=9519.1026,=10343.3603,=3151016773881.2100,=2179559734798,=1451909500014.8101,=5.1200,=0.3540,=6.3029,=5.4989,=4.5089
2025-03-19,=9615.8501,=10448.4851,=3179178374629.1997,=2201212126167,=1467217287687.8999,=5.1695,=0.3735,=6.3035,=5.4995,=4.5087
2025-03-18,=9750.1477,=10594.4115,=3220452273563.6099,=2233678732539,=1484055016852.0200,=5.2313,=0.3975,=6.3035,=5.5002,=4.5087
2025-03-17,=9695.7434,=10535.2964,=3205502869114.6895,=2221158672182,=1474988878778.7402,=5.2093,=0.3881,=6.3035,=5.5009,=4.5087
2025-03-14,=9757.9176,=10602.8542,=3229812227343.5103,=2233281685245,=1484826957186.1299,=5.2035,=0.3862,=6.3035,=5.5015,=4.5087
2025-03-13,=9574.5137,=10403.5694,=3171391555714.6602,=2191252757351,=1457012946040.0500,=5.1119,=0.3516,=6.3035,=5.5022,=4.5087
2025-03-12,=9845.9968,=10698.5602,=3264126421261.6001,=2251379107680,=1497435112771.7900,=5.2420,=0.4024,=6.3047,=5.5031,=4.5040
2025-03-11,=9894.5467,=10751.3140,=3277468597936.9404,=2265325113695,=1502970297223.0801,=5.2468,=0.4049,=6.3047,=5.5040,=4.5040
2025-03-10,=9963.9755,=10826.7546,=3294830908041.4297,=2279055083818,=1514691647497.4500,=5.2478,=0.4059,=6.3047,=5.5042,=4.5040
2025-03-07,=9983.4925,=10847.9615,=3301610872644.4204,=2284914899845,=1521045975602.3196,=5.2745,=0.4159,=6.3047,=5.5043,=4.5040
2025-03-06,=10142.5715,=11020.8151,=3357130769653.6699,=2320475373810,=1544113121860.6899,=5.3408,=0.4363,=6.3047,=5.5062,=4.5040
2025-03-05,=9806.5494,=10655.6969,=3249225345232.2798,=2241931930535,=1497373493165.4895,=5.2303,=0.3972,=6.3101,=5.5081,=4.5035
2025-03-04,=9764.1088,=10609.5814,=3234171222526.7705,=2233136613081,=1493167821892.3899,=5.2595,=0.4079,=6.3101,=5.5086,=4.5035
2025-03-03,=9586.2337,=10416.3041,=3182483363193.8096,=2195669700511,=1464081067037.1597,=5.1466,=0.3664,=6.3101,=5.5091,=4.5035
2025-02-28,=9755.9788,=10600.7474,=3245715550935.7402,=2229907750632,=1487286986218.6697,=5.1420,=0.3645,=6.3101,=5.5108,=4.5035
2025-02-27,=10243.8706,=11130.8857,=3410533440995.3096,=2340047081043,=1559427908732.8501,=5.3826,=0.4499,=6.3101,=5.5125,=4.5035
2025-02-26,=10306.6088,=11199.0564,=3432787242327.1997,=2357676146412,=1569957144509.0598,=5.4714,=0.4794,=6.3148,=5.5154,=4.5008
2025-02-25,=10150.3309,=11029.2464,=3367944018930,=2323834992714,=1544975985981.3203,=5.4382,=0.4678,=6.3148,=5.5183,=4.5008
2025-02-24,=10209.5633,=11093.6077,=3389826718668.9189,=2338231177115,=1555893821188.2805,=5.4718,=0.4794,=6.3148,=5.5185,=4.5008
2025-02-21,=10168.0473,=11048.4969,=3383346716171.1201,=2329056553872,=1552705656478.4500,=5.4326,=0.4640,=6.3148,=5.5187,=4.5008
2025-02-20,=9618.6904,=10451.5713,=3191568265310.4595,=2211062775566,=1477071239877.2000,=5.3192,=0.4336,=6.3148,=5.5191,=4.5008
2025-02-19,=9687.0933,=10525.8972,=3226271238580.2197,=2225707684473,=1487789592497.6702,=5.2831,=0.4197,=6.3163,=5.5195,=4.4985
